stationName,stationLatitude,stationLongitude,station_no,addr1,addr2,x,y
797.목동아파트 1422동 1434동 사잇길,37.51515579,126.8724899,797, 신정6동, 양천구,58,126
800. 목월공원 앞,37.53243256,126.9547424,800, 원효로2가, 용산구,59,126
802. 한강진역 2번 출구 앞,37.54115295,127.0022125,802, 한남동, 용산구,60,126
803. 한남초교 앞 보도육교,37.53813934,127.004097,803, 한남동, 용산구,60,126
805. 문배어린이공원 앞,37.53675842,126.9700012,805, 원효로1가, 용산구,60,126
806. 전자랜드 본관 앞,37.5330658,126.9607315,806, 한강로동, 용산구,60,126
807. 서울역 12번 출구 앞,37.55227661,126.9726868,807, 남영동, 용산구,60,126
808. 서빙고동 금호맨션 앞,37.520504,126.9897385,808,서빙고동, 용산구,60,126
809. 한남 유수지 복개주차장,37.53016663,127.0074387,809, 한남동, 용산구,60,126
810. 이태원지하보도,37.53841019,126.9866486,810, 용산2가동, 용산구,60,126
811. 녹사평역1번출구,37.53507996,126.9853821,811, 용산2가동, 용산구,60,126
812. 용산전쟁기념관,37.53483963,126.9776611,812, 남영동, 용산구,60,126
813. 삼각지역 3번출구,37.53351212,126.9722748,813, 한강로동, 용산구,60,126
815. LIG강촌아파트 103동앞,37.51850891,126.9787979,815, 이촌1동, 용산구,60,126
816. 신용산역 6번출구 앞,37.53014755,126.968483,816, 한강로동, 용산구,60,126
817. 삼각지역 4번출구 앞,37.53345108,126.9717331,817, 한강로동, 용산구,60,126
818. 숙명여대 입구 교차로,37.54489517,126.9693832,818, 청파동, 용산구,60,126
819. 선린인터넷 고등학교,37.54165268,126.9705048,819, 청파동, 용산구,60,126
820. 청파동입구 교차로,37.54902649,126.9719467,820, 남영동, 용산구,60,126
822. 이촌1동 마을공원,37.52202606,126.9661865,822, 이촌1동, 용산구,60,126
823. 효창동주민센터 앞,37.54232025,126.9619598,823, 청파동, 용산구,60,126
825. 서빙고동 주민센터 앞,37.52033615,126.9942627,825, 서빙고동, 용산구,60,126
826. 서울역 서부교차로2,37.55536652,126.9686432,826, 청파동, 용산구,60,126
827. 국군복지단,37.54188538,126.97966,827, 용산2가동, 용산구,60,126
828. 숙대입구역 8번,37.54407883,126.9720001,828, 남영동, 용산구,60,126
829. 한강대교 북단 교차로,37.52293015,126.9616928,829, 한강로동, 용산구,60,126
830. 강변삼성스위트아파트 앞,37.53442383,126.9485703,830, 원효로2가, 용산구,59,126
831. 이태원관광특구입구A(녹사평역쪽),37.53427887,126.9885635,831, 이태원1동, 용산구,60,126
832. 이촌1동 주민센터 뒤,37.5212822,126.973465,832, 이촌1동, 용산구,60,126
834. 효창공원앞역 3번출구 뒤,37.53900909,126.96138,834, 용문동, 용산구,60,126
835. 남영역 건너편,37.54198074,126.9715424,835, 남영동, 용산구,60,126
836. 현대자동차서비스 앞,37.53142166,126.9514999,836, 원효로2가, 용산구,59,126
837. 한남나들목 입구,37.52906036,127.0067291,837, 한남동, 용산구,60,126
838. 숙대입구역 4번출구,37.5444603,126.9723892,838, 남영동, 용산구,60,126
839. 보광동 삼성리버빌아파트 앞,37.5240097,127.0014496,839, 보광동, 용산구,60,126
840. 용산 파크타워 앞,37.52365112,126.9702683,840, 한강로동, 용산구,60,126
841. 신용산역 1번 출구,37.52960968,126.9688721,841, 한강로동, 용산구,60,126
843. 이태원관광특구B(용산구청쪽),37.53379822,126.9886704,843, 이태원1동, 용산구,60,126
844. 이촌2동 동원베네스트 아파트 앞,37.5271492,126.9551621,844, 한강로동, 용산구,59,126
845. 용산 선인상가,37.53269958,126.9643784,845, 한강로동, 용산구,60,126
846. 용산중학교,37.54650116,126.9809494,846, 후암동, 용산구,60,126
848. 삼각지12번 출구,37.53488922,126.9756241,848, 남영동, 용산구,60,126
849. 삼각지 자이아파트,37.53607941,126.9734192,849, 한강로동, 용산구,60,126
850. KCC용산월츠타워 ,37.53739929,126.9689255,850, 원효로1가, 용산구,60,126
851.효창 푸르지오 앞,37.54047775,126.9581146,851, 효창동, 용산구,59,126
852. 청암자이아파트 앞,37.53452682,126.9471817,852, 원효로2가, 용산구,59,126
853.용산역 맞은편,37.52848816,126.9658432,853, 한강로동, 용산구,60,126
854.HID 유족동지회 앞,37.53872681,127.0015488,854, 한남동, 용산구,60,126
855.이촌역5번출구 앞,37.52272415,126.9727707,855, 이촌1동, 용산구,60,126
857. 현대 안성타워,37.53502274,126.9980545,857, 이태원1동, 용산구,60,126
858.녹사평역3번 출구,37.53440857,126.9868927,858, 용산2가동, 용산구,60,126
859.남산공원 야외식물원 앞,37.54188538,126.9958649,859, 이태원2동, 용산구,60,126
860.LG한강 자이아파트 앞,37.52074814,126.9708252,860, 이촌1동, 용산구,60,126
863.이촌역2번 출구,37.52177048,126.977005,863, 한강로동, 용산구,60,126
864.순천향대학병원(한남오거리),37.53514099,127.0060043,864, 한남동, 용산구,60,126
865.하얏트호텔 앞,37.54079437,126.9978485,865, 이태원2동, 용산구,60,126
866.브라운스톤 남산아파트,37.551548,126.9768601,866, 남영동, 용산구,60,126
867.서빙고역 광장(1번출구),37.51990891,126.9892349,867, 서빙고동, 용산구,60,126
869.노들섬 동측 앞,37.51729584,126.9591446,869, 이촌1동, 용산구,59,126
870.노들섬 서측 앞,37.51731873,126.9582977,870, 이촌2동, 용산구,59,126
900. 은평예술회관,37.60394287,126.9276962,900, 녹번동, 은평구,59,128
902. 진관동 은빛초등학교,37.64310837,126.9182205,902, 진관동, 은평구,59,128
903. 은평뉴타운 아이파크,37.64586639,126.9273911,903, 진관동, 은평구,59,128
904. 은평뉴타운 푸르지오,37.64867401,126.9307022,904, 진관동, 은평구,59,128
905. 구파발역 2번출구,37.63623428,126.9189987,905, 진관동, 은평구,59,128
906. 연신내역 5번출구,37.61721039,126.9195786,906, 대조동, 은평구,59,128
907. CJ 드림시티,37.59949112,126.9168625,907,응암1동, 은평구,59,127
908. 구산역 4번출구,37.61318588,126.9173508,908, 갈현2동, 은평구,59,128
909. 백련산 힐스테이트 3차,37.58699417,126.9228821,909, 응암2동, 은평구,59,127
911. 은평평화공원(역촌역4번출구),37.60558319,126.9229355,911, 녹번동, 은평구,59,128
912. 응암오거리,37.58966064,126.9169464,912, 응암3동, 은평구,59,127
913. 이마트 버스정류장(서부경찰서 방면),37.60070038,126.9201279,913,응암1동, 은평구,59,127
914. 새절역 2번출구,37.59079742,126.9136505,914, 신사2동, 은평구,59,127
915. 증산역 4번출구,37.5843811,126.9098969,915, 증산동, 은평구,59,127
916. 평생학습관 앞,37.60784912,126.9213257,916, 대조동, 은평구,59,128
917. 녹번역 3번출구,37.60076141,126.9353714,917, 응암1동, 은평구,59,127
919. 서울혁신파크,37.60702515,126.9333115,919, 녹번동, 은평구,59,128
921. 신도고등학교,37.63001633,126.9190292,921, 진관동, 은평구,59,128
922. 연신내역 4번출구,37.61780167,126.9219666,922, 대조동, 은평구,59,128
923. 국민은행 연서지점,37.62094879,126.9256363,923, 불광1동, 은평구,59,128
924. 메뚜기다리,37.62851715,126.9295807,924, 불광2동, 은평구,59,128
925. 불광역 2번출구,37.60956573,126.9309769,925, 불광1동, 은평구,59,128
927. 연신내역 3번출구 인근,37.61785507,126.9225235,927, 불광1동, 은평구,59,128
928. 은평역사한옥박물관,37.64131546,126.9380417,928, 진관동, 은평구,59,128
930. 구 서부경찰서 건너편,37.60166168,126.9203033,930, 역촌동, 은평구,59,127
931. 역촌파출소,37.60473633,126.9153366,931, 역촌동, 은평구,59,128
932. 예일여중,37.61000443,126.9163971,932, 구산동, 은평구,59,128
933. 역촌종합시장 버스정류장(예일여고 방면),37.61248398,126.9148789,933, 구산동, 은평구,59,128
934. 신사동 성당,37.59714127,126.9095993,934, 신사1동, 은평구,59,127
937. 상림마을 롯데캐슬2단지 옆,37.64585114,126.9237976,937, 진관동, 은평구,59,128
938. 금암 문화공원,37.64468384,126.918457,938, 진관동, 은평구,59,128
939. 은평구청 교차로,37.60169983,126.9274216,939, 응암1동, 은평구,59,127
941. 은평뉴타운 도서관,37.63722229,126.9333038,941, 진관동, 은평구,59,128
942. 상림마을 생태공원,37.64408112,126.9292831,942, 진관동, 은평구,59,128
943. 은평구청 보건소,37.60240173,126.9286499,943, 녹번동, 은평구,59,127
945. 기자촌 사거리 A,37.63414001,126.9323425,945, 진관동, 은평구,59,128
946. 독바위역 ,37.61843872,126.9328842,946, 불광1동, 은평구,59,128
947. 연신내 선일하이츠빌 정류소,37.62266922,126.9199905,947, 불광2동, 은평구,59,128
948. 디지털미디어 시티역 4번출구(DMC역),37.57720184,126.9023514,948, 증산동, 은평구,59,127
949. 연신내역 1번 출구 ,37.61978149,126.9208069,949, 불광2동, 은평구,59,128
950. 구산역 2번 출구 예일여고 버스정류장,37.60980225,126.9167938,950, 구산동, 은평구,59,128
952. 서울연신중학교,37.62265015,126.9252472,952, 불광2동, 은평구,59,128
953. 서울연신초등학교,37.6257782,126.9288178,953, 불광2동, 은평구,59,128
954. 은평뉴타운구파발9단지,37.64260864,126.9214783,954, 진관동, 은평구,59,128
956. 응암시장교차로,37.59441376,126.9180145,956, 응암3동, 은평구,59,127
958. 본 서부병원 버스정류장(은평 세무서 방면),37.60036087,126.9228134,958, 응암1동, 은평구,59,127
959. 구파발10단지 인근,37.6436615,126.9145584,959, 진관동, 은평구,59,128
960. 구파발역 환승센터,37.63825226,126.9194565,960, 진관동, 은평구,59,128
961. 불광역 9번 출구,37.61096954,126.9298096,961, 불광1동, 은평구,59,128
962. 은평뉴타운 힐데스하임,37.63925934,126.9189072,962, 진관동, 은평구,59,128
963. 대호프라자아파트,37.61442947,126.932579,963, 불광1동, 은평구,59,128
964. 북한산힐스테이트 7차아파트,37.61654282,126.9251251,964, 불광1동, 은평구,59,128
965. 서울특별시 은평병원,37.59347916,126.9231873,965, 응암2동, 은평구,59,127
966. 서울혁신파크1,37.60944748,126.9346771,966, 불광1동, 은평구,59,128
967. 서울혁신파크2,37.60849762,126.9319992,967, 녹번동, 은평구,59,128
968. 은평뉴타운 상림마을 13단지,37.64208984,126.9294128,968, 진관동, 은평구,59,128
969. 은평 지웰테라스,37.64339447,126.9321365,969, 진관동, 은평구,59,128
971. 역촌 센트레빌 아파트,37.60232925,126.9065476,971, 역촌동, 은평구,59,127
973.제각말푸르지오 5-1단지 아파트,37.63734818,126.9358444,973, 진관동, 은평구,59,128
974.연신초등학교옆 마을마당,37.62672043,126.9290161,974, 불광2동, 은평구,59,128
975.백련산 힐스테이트상가앞,37.59036255,126.9230118,975, 응암2동, 은평구,59,127
976.진관고등학교앞,37.64350891,126.9241028,976, 진관동, 은평구,59,128
977.신도중학교앞,37.63310242,126.9315033,977, 진관동, 은평구,59,128
978.녹번 힐스테이트상가앞,37.60100937,126.9359283,978, 녹번동, 은평구,59,127
979.원풍빌라앞,37.59186172,126.9060822,979, 신사2동, 은평구,59,127
982. 녹번초등학교(서오릉로),37.60412598,126.925087,982, 녹번동, 은평구,59,128
984.상신초등학교앞 버스정류장,37.59580994,126.9102631,984, 신사1동, 은평구,59,127
985. 은평세무서 버스정류장(은평구청 방면),37.60119247,126.926384,985,응암1동, 은평구,59,127
989. 신응교(가좌로) 앞,37.59181213,126.9148331,989, 응암3동, 은평구,59,127
991.흥국사 정류장,37.6567688,126.942009,991, 진관동, 은평구,59,129
992.북한산입구 정류장,37.65828705,126.9452972,992, 진관동, 은평구,59,129
993.은평뉴타운 은뜨락아파트앞,37.63028717,126.9195633,993, 진관동, 은평구,59,128
994.북한산생태공원입구(교통섬),37.61050797,126.9385376,994, 불광1동, 은평구,59,128
995.은평다목적체육관,37.63140869,126.9254074,995, 진관동, 은평구,59,128
996.응암역2번출구 국민은행 앞,37.59996796,126.9157257,996, 역촌동, 은평구,59,127
1001. 광진교 남단 사거리(천호공원 방면),37.54179382,127.1247482,1001, 천호2동, 강동구,62,126
1002. 해공공원(천호동),37.5452652,127.1259384,1002, 천호2동, 강동구,62,126
1003. 해공도서관앞,37.54395676,127.1254883,1003, 천호2동, 강동구,62,126
1004. 삼성광나루아파트 버스정류장,37.55332947,127.1288681,1004, 암사1동, 강동구,62,126
1006. 롯데캐슬 115동앞,37.55486679,127.1427994,1006, 암사1동, 강동구,63,126
1007.암사동 선사유적지,37.55955887,127.1308746,1007, 암사2동, 강동구,62,127
1008. 암사역 3번출구(국민은행앞),37.54935455,127.1270828,1008, 천호2동, 강동구,62,126
1009. 천호역4번출구(현대백화점),37.53866577,127.1242447,1009, 천호2동, 강동구,62,126
1010. 강동세무서,37.53450775,127.1384049,1010, 길동, 강동구,63,126
1011. LIGA 아파트 앞,37.53474426,127.1352844,1011, 성내3동, 강동구,63,126
1012. 천호역효성해링턴타워 앞,37.53600693,127.1227264,1012, 성내2동, 강동구,62,126
1013. 강동구청역 1번 출입구,37.53071594,127.1209869,1013, 성내1동, 강동구,62,126
1015. 샛마을 근린공원,37.55003738,127.1469116,1015, 명일1동, 강동구,63,126
1016. 해뜨는 주유소옆 리엔파크 109동앞,37.55939865,127.1711807,1016, 강일동, 강동구,63,127
1017. 둔촌고교입구 교차로(길동주민센터 방면),37.53544617,127.1451874,1017, 길동, 강동구,63,126
1018. 둔촌 주공 GS 맞은편,37.52458954,127.1354218,1018, 둔촌1동, 강동구,63,126
1019. 다성이즈빌아파트(호원대 대각선 맞은편),37.52679443,127.1300583,1019, 성내1동, 강동구,62,126
1020. 강동경찰서,37.52825165,127.1268005,1020, 성내1동, 강동구,62,126
1021. 강일동 리슈빌 빌딩앞,37.56427383,127.1739731,1021, 강일동, 강동구,63,127
1022. 길동 사거리(초소앞),37.53377914,127.1379929,1022, 성내3동, 강동구,63,126
1023. 한국종합기술사옥 앞,37.54998398,127.1747055,1023, 상일2동, 강동구,63,126
1024.  강동구청 앞,37.52929688,127.1231537,1024, 성내1동, 강동구,62,126
1025. 상일초등학교,37.54684067,127.1725159,1025, 상일1동, 강동구,63,126
1027. 프라자 아파트 앞,37.53596115,127.1478195,1027, 길동, 강동구,63,126
1028. 포레스 주상복합 빌딩,37.53310776,127.1227722,1028, 성내2동, 강동구,62,126
1029. 성내어울터,37.53655624,127.1255341,1029, 성내2동, 강동구,62,126
1030. 미호 플랜트 앞,37.52703094,127.1220627,1030, 성내1동, 강동구,62,126
1031. 올림픽로 836(아리수로),37.55582047,127.1299133,1031, 암사3동, 강동구,62,127
1032. 선사고등학교,37.55672836,127.136261,1032, 암사3동, 강동구,63,127
1033. 고덕동 아남아파트,37.55793381,127.1447678,1033, 고덕1동, 강동구,63,127
1034. 고덕동 래미안 힐스테이트,37.5618782,127.1507874,1034, 고덕1동, 강동구,63,127
1036. 고덕동 주양쇼핑,37.55199051,127.1533127,1036, 명일2동, 강동구,63,126
1037. 강일리버파크 6단지,37.56256485,127.1776123,1037, 강일동, 강동구,63,127
1038. 강일 다솜 어린이 공원,37.56863785,127.1748047,1038, 강일동, 강동구,63,127
1039. 고덕초등학교,37.56129837,127.1678467,1039, 고덕2동, 강동구,63,127
1041. 묘곡초등학교,37.55916214,127.1533203,1041, 고덕1동, 강동구,63,127
1042. 강일리버파크 2~5단지,37.5685463,127.1770096,1042,강일동, 강동구,63,127
1044. 굽은다리역,37.54540634,127.1426773,1044, 천호1동, 강동구,63,126
1048. 둔촌어린이공원,37.53099442,127.1423721,1048, 둔촌2동, 강동구,63,126
1049. 강일리버파크 10단지,37.561203,127.1802673,1049,강일동, 강동구,63,127
1050.  둔촌역 3번 출입구,37.52678299,127.1355743,1050, 성내3동, 강동구,63,126
"1051. 강일중,선사고 버스정류장(신암중학교 방면)",37.55483627,127.1373215,1051, 암사1동, 강동구,63,126
1053. 동명근린공원 진입로 (아리수로),37.56254578,127.1644821,1053, 고덕2동, 강동구,63,127
1054. 말우물 어린이 공원,37.56002808,127.1696777,1054, 고덕2동, 강동구,63,127
1056. 강일리버파크 7~11단지,37.56335449,127.1790543,1056,강일동, 강동구,63,127
1057. 능골근린공원,37.55580902,127.1737442,1057, 상일2동, 강동구,63,127
1058. 고덕숲 아이파크 1,37.55348206,127.1650543,1058, 상일1동, 강동구,63,126
1059. 래미안 강동팰리스(102동),37.53822708,127.1317444,1059, 천호3동, 강동구,62,126
1060. 천일초교 사거리,37.5446701,127.1326752,1060, 천호1동, 강동구,62,126
1061. 천호초교 입구 사거리(일주빌딩),37.54689789,127.1346664,1061, 천호1동, 강동구,63,126
1062. 고덕숲 아이파크 2,37.5510788,127.1625977,1062, 상일1동, 강동구,63,126
1063.강동롯데캐슬퍼스트 아파트(관리동),37.55666351,127.1427383,1063, 암사3동, 강동구,63,127
1064.중앙보훈병원역 1번출구,37.52779388,127.147644,1064, 둔촌2동, 강동구,63,126
1065.보훈병원 후문옆(더 원커피),37.53120804,127.1492691,1065, 둔촌2동, 강동구,63,126
1066.생태공원앞 교차로(조명탑),37.5377655,127.1520157,1066, 길동, 강동구,63,126
1067.한영중고앞사거리,37.54903412,127.1560516,1067, 상일1동, 강동구,63,126
1068.명일파출소,37.5536499,127.1562271,1068, 상일1동, 강동구,63,126
1070.(시립)고덕평생학습관,37.55570221,127.1579208,1070, 고덕2동, 강동구,63,127
1072.고덕역 5번출구,37.55486298,127.1537247,1072, 명일2동, 강동구,63,126
1073. SSTS 몰 앞,37.54114532,127.1410523,1073, 길동, 강동구,63,126
1074.대명초교입구 사거리,37.54683685,127.1491623,1074, 명일2동, 강동구,63,126
1075.천동초교 삼거리,37.54136276,127.1371841,1075, 천호3동, 강동구,63,126
1076. 천동초교입구사거리 버스정류장(십자성마을 방면),37.5398941,127.141037,1076, 길동, 강동구,63,126
1077.강동역 1번출구 앞,37.53627014,127.1324692,1077, 천호3동, 강동구,62,126
1078.둔촌사거리,37.52197647,127.1336212,1078, 성내3동, 강동구,62,126
1079.강일동입구교차로,37.56184387,127.170845,1079, 강일동, 강동구,63,127
1080.엘웨딩,37.5368309,127.128418,1080, 성내2동, 강동구,62,126
1081.트레빌빌딩,37.53699875,127.1295319,1081, 천호3동, 강동구,62,126
1082.중앙보훈병원역3번출구,37.52956009,127.1490097,1082, 둔촌2동, 강동구,63,126
1083.광문고교사거리(아이파크),37.56036758,127.1565933,1083, 고덕1동, 강동구,63,127
1084. 윤선생빌딩(JYP사옥),37.5239296,127.1291275,1084, 성내3동, 강동구,62,126
1085.래미안 솔베뉴(고덕로),37.55456924,127.145874,1085, 명일1동, 강동구,63,126
1086.래미안 솔베뉴(구천면로),37.55059814,127.1454544,1086, 명일1동, 강동구,63,126
1088.풍납사거리(강동),37.52812195,127.1195221,1088, 성내1동, 강동구,62,126
1089.고덕 래미안힐스테이트(201동),37.56060028,127.146698,1089, 고덕1동, 강동구,63,127
1090.상일동역 2번출구 앞,37.5567894,127.1661453,1090, 상일1동, 강동구,63,127
1101. 상사마을 버스정류장(아라대교방면),37.58161163,126.7985992,1101, 방화2동, 강서구,57,127
1102. 방화사거리 마을버스 버스정류장,37.57364273,126.8118057,1102, 방화1동, 강서구,57,127
1103. 방화역 4번출구앞,37.57710648,126.8119965,1103, 방화3동, 강서구,57,127
1105. 방화근린공원,37.58162308,126.8126526,1105, 방화3동, 강서구,57,127
1106. 신방화사거리,37.57256317,126.8164215,1106, 방화1동, 강서구,57,127
1108. 공항시장역 2번출구 뒤,37.56387329,126.8106079,1108, 공항동, 강서구,57,127
1109. 공항시장역 4번출구,37.56334686,126.8104858,1109, 공항동, 강서구,57,127
1110. 공항중학교앞,37.56220245,126.816246,1110, 공항동, 강서구,57,127
1111. 마곡엠밸리6_7단지 마곡중학교,37.56698227,126.8218002,1111, 방화1동, 강서구,57,127
1112. 마곡엠밸리4단지 정문,37.56857681,126.8247757,1112, 가양1동, 강서구,57,127
1113. 서남환경공원 버스정류장,37.57312393,126.8223877,1113, 가양1동, 강서구,57,127
1117. 등촌5단지아파트 버스정류장,37.55819702,126.8442612,1117, 등촌3동, 강서구,58,127
1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),37.55746078,126.8614578,1118, 가양3동, 강서구,58,126
1119. 염창동 한마음아파트 앞,37.55425262,126.8675613,1119, 염창동, 강서구,58,126
1120. 대림경동아파트앞,37.564785,126.8546448,1120, 가양2동, 강서구,58,127
1121. 가양레포츠센터 앞,37.55947876,126.8643799,1121, 가양3동, 강서구,58,127
1122. 황금내근린공원,37.56192398,126.8641663,1122, 염창동, 강서구,58,127
1124. 발산역 6번 출구 뒤,37.55817795,126.8384552,1124, 우장산동, 강서구,57,127
1125. 명덕고교입구(영종빌딩),37.55291367,126.8365707,1125, 우장산동, 강서구,57,126
1126. 우장산역 1번출구옆(우장산아이파크105동앞),37.54890823,126.8365631,1126, 우장산동, 강서구,57,126
1127. 화곡역 버스정류장,37.54098129,126.8385468,1127, 화곡1동, 강서구,57,126
1128. 화곡역 6번출구,37.54141235,126.8402252,1128, 화곡1동, 강서구,57,126
1129. 화곡역 1번 출구 앞,37.542099,126.8402176,1129, 우장산동, 강서구,57,126
1130. 화곡본동시장 버스정류장,37.54275131,126.8426209,1130, 화곡본동, 강서구,57,126
1132. 등촌역 7번출구,37.55110931,126.8637085,1132, 등촌2동, 강서구,58,126
1135. 강서구의회,37.54653168,126.8625488,1135, 등촌2동, 강서구,58,126
1136. 등촌2파출소,37.54478836,126.8619995,1136, 등촌2동, 강서구,58,126
1137. 등촌2동주민센터,37.54126358,126.8633728,1137,등촌2동, 강서구,58,126
1139. 용문사 버스정류장,37.53852081,126.8634338,1139, 등촌2동, 강서구,58,126
1140. 목동사거리 버스정류장,37.53139877,126.8636093,1140, 화곡4동, 강서구,58,126
1141. 곰달래 문화복지센터 A,37.52906036,126.8484802,1141, 화곡8동, 강서구,58,126
1145. 곰달래 문화복지센터 B,37.52891922,126.8480835,1145, 화곡1동, 강서구,58,126
1148. 볏골공원,37.54146957,126.84478,1148, 화곡본동, 강서구,58,126
1149. 신방화역환승주차장,37.56728363,126.8182755,1149, 방화1동, 강서구,57,127
1150. 송정역 1번출구,37.56153107,126.8106995,1150, 공항동, 강서구,57,127
1151. 마곡역1번출구,37.56020737,126.8241425,1151, 공항동, 강서구,57,127
1152. 마곡역교차로,37.55831146,126.8265228,1152, 발산1동, 강서구,57,127
"1153. 발산역 1번, 9번 인근 대여소",37.55894852,126.8371735,1153, 가양1동, 강서구,57,127
1155. 기쁜우리복지관,37.56925964,126.8484192,1155, 가양2동, 강서구,58,127
1157. 강서구청,37.55065918,126.8497696,1157, 화곡6동, 강서구,58,126
1158. 가양역 8번출구,37.56103516,126.8548126,1158, 가양2동, 강서구,58,127
1159. 서서울모터리움 앞,37.56585312,126.8465958,1159, 가양1동, 강서구,58,127
1160. 양천향교역 7번출구앞,37.56768036,126.8408966,1160, 등촌3동, 강서구,57,127
1161. 강서면허시험장 앞,37.54969406,126.819664,1161, 발산1동, 강서구,57,126
1162. 공항초등학교건너편,37.56267929,126.8204727,1162, 공항동, 강서구,57,127
1163. 방화동강서기동대앞,37.57049942,126.8200836,1163, 방화1동, 강서구,57,127
1165. 마곡중학교 후문,37.56844711,126.8216476,1165, 방화1동, 강서구,57,127
1166. 강서구립등빛도서관,37.56256866,126.8424606,1166, 등촌3동, 강서구,57,127
1167. 마곡수명산파크3단지 교차로,37.55350876,126.8258667,1167, 발산1동, 강서구,57,126
1168. 마곡엠밸리10단지 앞,37.56029129,126.8187561,1168, 공항동, 강서구,57,127
1169. 염창역 1번 출구,37.54719925,126.8744888,1169, 염창동, 강서구,58,126
1170. 강서구보건소,37.54917908,126.8687973,1170, 염창동, 강서구,58,126
1171. 염창동 새마을금고 건너편,37.55004883,126.8731613,1171, 염창동, 강서구,58,126
1172. 가양3동 주민센터,37.56124878,126.8605804,1172, 가양3동, 강서구,58,127
1173. 강서구청사거리(SH타워),37.55673599,126.8530731,1173, 등촌1동, 강서구,58,126
1174. 강서구청사거리(부민병원),37.55661392,126.8511658,1174, 등촌3동, 강서구,58,126
1175. 대한항공 인력개발센터,37.55437851,126.8575363,1175, 등촌1동, 강서구,58,126
1177. 수명중․고교,37.55010986,126.8236771,1177, 발산1동, 강서구,57,126
1178. 개화산역 2번 출구,37.57247162,126.8061676,1178, 방화2동, 강서구,57,127
1180. 마곡엠밸리 15단지(1502동) 건너편,37.55746841,126.8297195,1180, 발산1동, 강서구,57,126
1181. 농수산식품공사 (강서지사),37.55104446,126.8184967,1181, 발산1동, 강서구,57,126
1182. KBS 스포츠월드,37.55687714,126.8488083,1182, 등촌3동, 강서구,58,126
1183. KC 대학교,37.54832077,126.8534012,1183, 화곡6동, 강서구,58,126
1184. 마곡13단지,37.55644989,126.815979,1184, 공항동, 강서구,57,126
1185. 등촌9단지,37.56290054,126.8494721,1185, 등촌3동, 강서구,58,127
1186. 송정중학교,37.55472946,126.8160934,1186, 공항동, 강서구,57,126
1187. 강서수산물도매시장,37.55302048,126.818367,1187, 발산1동, 강서구,57,126
1188. 롯데중앙연구소,37.57138062,126.8283386,1188, 가양1동, 강서구,57,127
1190. 마곡역 교차로(2번출구),37.5605011,126.8266525,1190, 공항동, 강서구,57,127
"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",37.5602417,126.8271637,1191, 공항동, 강서구,57,127
1192. 마곡수명산파크 209동 건너편,37.55545044,126.8268967,1192, 발산1동, 강서구,57,126
1193. 마곡센트럴타워 1차,37.55947113,126.832077,1193, 가양1동, 강서구,57,127
1195. 코오롱One&Only타워,37.56412888,126.8343124,1195, 가양1동, 강서구,57,127
1196. 서울식물원(문화센터) 건너편,37.56824112,126.8358307,1196, 가양1동, 강서구,57,127
1197. 엠펠리체 호텔 건너편,37.5602417,126.8358078,1197, 가양1동, 강서구,57,127
1198. LG 사이언스파크,37.56254959,126.8274384,1198, 가양1동, 강서구,57,127
1199. 우장산역 3번출구,37.54782104,126.8361282,1199, 발산1동, 강서구,57,126
1200. 개화광역환승센터,37.57844925,126.7989731,1200,방화2동, 강서구,57,127
1201. 가락시장역 3번 출구,37.49317932,127.1185455,1201, 가락본동, 송파구,62,125
1203. 밀리아나2빌딩 앞,37.49372864,127.1206207,1203, 가락본동, 송파구,62,125
1204. 거여역 3번출구,37.49334335,127.1447296,1204, 거여2동, 송파구,63,125
1205. 종합운동장역 4번출구,37.51042938,127.071373,1205, 잠실7동, 송파구,61,126
1206. 9호선종합운동장역 9번출구,37.51128006,127.0782394,1206, 잠실7동, 송파구,62,126
1207. 마천중앙시장,37.49975586,127.152504,1207, 마천2동, 송파구,63,125
1208. 풍납현대아파트쉼터,37.52974701,127.1199646,1208, 풍납2동, 송파구,62,126
1209. 잠실나루역 (2번 출구 쪽),37.52045059,127.1042023,1209, 행정동, 송파구,62,126
1210. 롯데월드타워(잠실역2번출구 쪽),37.51312637,127.1009598,1210, 잠실6동, 송파구,62,126
1212. 송파역 2번 출구앞,37.49941254,127.1128693,1212, 송파2동, 송파구,62,125
1213. 백토공원 앞,37.50831985,127.1332169,1213, 가락본동, 송파구,62,125
1214. 오금역 7번 출구 인근,37.50259399,127.1276474,1214, 가락본동, 송파구,62,125
1215. 올림픽공원역 1번출구 앞,37.51657104,127.1315384,1215, 오륜동, 송파구,62,126
1217. 송파파인타운 7단지,37.47930527,127.1297989,1217, 장지동, 송파구,62,125
1218. 방이역 4번출구,37.50896835,127.1258392,1218, 방이1동, 송파구,62,125
1220. 잠실근린공원,37.50569153,127.0840378,1220, 잠실본동, 송파구,62,125
1221. 삼전역 4번출구,37.50419998,127.087532,1221, 잠실본동, 송파구,62,125
1222. 잠실새내역 5번 출구 뒤,37.51198196,127.0850525,1222, 잠실2동, 송파구,62,126
1224. 아시아지하보도 2번 출구,37.51216888,127.0789337,1224, 잠실2동, 송파구,62,126
1226. 잠실4동 주민센터 옆,37.52007675,127.1123657,1226, 행정동, 송파구,62,126
